Name|Type|eWeaponVar|Purpose|Notes
``sustained_laser_radial_step``|``int``|True|Scalar on the number of evenly spaced lasers created per radial iteration.|"1 radial iteration is required for the single center beam.

Successive iterations generate ``2 ^ (i - 2) * sustained_laser_radial_step`` evenly spaced lasers in a circle, where ``i`` is the current iteration.

E.g. 3 iterations and 3 step makes 1 center beam in the 1st iteration, 3 beams in the 2nd iteration, and 6 beams in the 3rd iteration."
``sustained_laser_radius``|``float``|True|The radius increase in sustained laser circles as the radial iteration increases.|
``sustained_laser_range``|``float``|True|The maximum range of the sustained laser.|
``sway_``|Various|False|A large set of values controlling view model sway when held.|
``threat_scope_bounds_height``|``float``|True|Used instead of tagname to manually specify threat scope height.|
``threat_scope_bounds_tagname1``|``string``|True|Determines one corner of the threat scope.|
``threat_scope_bounds_tagname2``|``string``|True|Determines one corner of the threat scope.|
``threat_scope_bounds_width``|``float``|True|Used instead of tagname to manually specify threat scope width.|
``threat_scope_enabled``|``bool``|True|Enables/disables threat scope.|
``threat_scope_fadeWithDistance``|``bool``|True|Unknown.|
``threat_scope_zoomfrac_end``|``bool``|True|Unknown.|
``threat_scope_zoomfrac_start``|``bool``|True|Unknown.|
``titanarmor_critical_hit_required``|``bool``|True|Enables/disables requiring critical hits to damage titans.|
``toss_overhead_time``|``float``|True|Unknown.|
``toss_pullout_time``|``float``|True|The time in seconds to pull out the toss-able object.|
``toss_time``|``float``|True|The time in seconds to throw the toss-able object.|
``tossholdsprintcycle_time``|``float``|True|Unknown.|
``tracer_effect``|``asset``|True|Tracer effect shown to others when a hitscan shot is fired.|
``tracer_effect_first_person``|``asset``|True|Tracer effect shown to the user when a hitscan shot is fired.|
``trap_warning_enemy_fx``|``asset``|False|Has no native use. The visual effect shown to enemy players when a trap light effect is played on projectiles.|
``trap_warning_friendly_fx``|``asset``|False|Has no native use. The visual effect shown to allied players when a trap light effect is played on projectiles.|
``trigger_snipercam``|``bool``|False|Unknown.|
``ui1_draw_cloaked``|``bool``|True|Enables/disables showing ui element 1 while cloaked.|
``ui1_enable``|``bool``|True|Enables/disables showing ui element 1.|"Additional values exist for ui elements up to ``ui8``."
``viewdrift_ads_air_scale_pitch``|``float``|True|The maximum absolute value pitch the user view will drift by when aiming down sights in the air. |
``viewdrift_ads_crouch_scale_pitch``|``float``|True|The maximum absolute value pitch the user view will drift by when grounded, aiming down sights, and crouched or sliding. |
``viewdrift_ads_speed_pitch``|``float``|True|Scalar on how quickly pitch viewdrift shifts while aiming down sights. |
``viewdrift_ads_stand_scale_pitch``|``float``|True|The maximum absolute value pitch the user view will drift by when grounded, aiming down sights, and standing or sprinting.|
``viewdrift_hipfire_air_scale_pitch``|``float``|True|The maximum absolute value pitch the user view will drift by when hipfiring in the air. |
``viewdrift_hipfire_crouch_scale_pitch``|``float``|True|The maximum absolute value pitch the user view will drift by when grounded, hipfiring, and crouched or sliding. |
``viewdrift_hipfire_speed_pitch``|``float``|True|Scalar on how quickly pitch viewdrift shifts while hipfiring. |
``viewdrift_hipfire_stand_scale_pitch``|``float``|True|The maximum absolute value pitch the user view will drift by when grounded, hipfiring, and standing or sprinting.|"The same values exist for yaw viewdrift."
``viewkick_ads_weaponFraction``|``float``|True|Scalar on how much the weapon/reticle recoils separate from viewpoint while aiming down sights (i.e. how much your viewpoint counters the recoil).|
``viewkick_ads_weaponFraction_vmScale``|``float``|True|Scalar on how much the weapon viewmodel recoils while aiming down sights.|
``viewkick_air_scale_ads``|``float``|True|Scalar on recoil generated while aiming down sights when the user is not grounded (includes wallrunning).|
``viewkick_duck_scale``|``float``|True|Scalar on recoil generated while crouching.|
``viewkick_hipfire_weaponFraction``|``float``|True|Scalar on how much the weapon/reticle recoils separate from viewpoint while hipfiring (i.e. how much your viewpoint counters the recoil).|
``viewkick_hipfire_weaponFraction_vmScale``|``float``|True|Scalar on how much the weapon viewmodel recoils while hipfiring.|
``viewkick_hover_scale``|``float``|True|Scalar on recoil generated while using pilot Hover.|
``viewkick_move_scale``|``float``|True|Scalar on recoil generated while moving.|
``viewkick_perm_pitch_base``|``float``|True|The base amount of vertical recoil (positive = down). Unaffected by ``viewkick_spring``.|
``viewkick_perm_pitch_random``|``float``|True|The maximum absolute value of randomness added to base vertical recoil. Unaffected by ``viewkick_spring``.|
``viewkick_perm_pitch_random_innerexclude``|``float``|True|Unknown.|
``viewkick_pitch_base``|``float``|True|The base amount of vertical recoil (positive = down).|
``viewkick_pitch_random``|``float``|True|The maximum absolute value of randomness added to base vertical recoil.|
``viewkick_pitch_softScale``|``float``|True|Scalar on soft vertical recoil, which applies recoil over time.|
``viewkick_pitch_hardScale``|``float``|True|Scalar on hard vertical recoil, which applies recoil instantly.|"The same values exist for yaw (positive = left)"
``viewkick_roll_base``|``float``|True|The absolute value base amount of roll.|
``viewkick_roll_hardScale``|``float``|True|Scalar on hard roll recoil.|
``viewkick_roll_randomMax``|``float``|True|The maximum amount of random roll added to base roll.|
``viewkick_roll_randomMin``|``float``|True|The minimum amount of random roll added to base roll.|
``viewkick_roll_softScale``|``float``|True|Scalar on soft roll recoil. Appears to simply be weaker than hard roll recoil.|"Roll values are unaffected by other scalars, such as ``viewkick_scale`` and ``weaponFraction``."
``viewkick_scale_min_hipfire``|``float``|True|Scalar on recoil generated when hipfiring at minimum LERP.|
``viewkick_scale_max_hipfire``|``float``|True|Scalar on recoil generated when hipfiring at maximum LERP.|
``viewkick_scale_min_ads``|``float``|True|Scalar on recoil generated when aiming down sights at minimum LERP.|
``viewkick_scale_max_ads``|``float``|True|Scalar on recoil generated when aiming down sights at maximum LERP.|
``viewkick_scale_valuePerShot``|``float``|True|How much each shot advances the LERP.|
``viewkick_scale_valueLerpStart``|``float``|True|The minimum value for the LERP.|
``viewkick_scale_valueLerpEnd``|``float``|True|The maximum value for the LERP.|
``viewkick_scale_valueDecayDelay``|``float``|True|The time in seconds since last shot fired before LERP begins to decay.|
``viewkick_scale_valueDecayRate``|``float``|True|The amount of LERP regressed per second when decaying.|
``viewkick_spring``|``string``|True|Specifies the class of viewkick spring, which dampens recoil above certain values.|
``viewmodel``|``asset``|True|The model of the weapon shown to the user when held.|
``viewmodel_offset_ads``|``vector``|True|The position offset of the viewmodel while aiming down sights.|
``viewmodel_offset_hip``|``vector``|True|The position offset of the viewmodel while hipfiring.|
``viewpunch_multiplier``|``float``|False|Unknown.|
``vortex_absorb_effect``|``asset``|True|Shot model shown to the vortex user when a vortex weapon catches this weapon's shot.|
``vortex_absorb_effect_third_person``|``asset``|True|Shot model shown to others when a vortex weapon catches this weapon's shot.|
``vortex_absorb_sound``|``string``|False|Sound effect played to the vortex user when a vortex weapon catches this weapon's shot. |
``vortex_absorb_sound_1p_vs_3p``|``string``|False|Sound effect played to others when a vortex weapon catches this weapon's shot.|
``vortex_drain``|``float``|True|Fraction of charge taken from vortex weapons that catch a shot from this weapon.|"If caught by Ion's Vortex, drains a fraction of her energy instead."
``vortex_impact_effect``|``asset``|True|The impact effect table referenced for vortex collisions.|"Vortex collisions refers to standard blocking vortex entities, such as Particle Wall and Gun Shield."
``vortex_refire_behavior``|``string``|False|Defines the behavior for this weapon's projectiles when caught/reflected by Vortex shield.|"``absorb``: Disappears when caught.

``bullet``: High speed (12000) and slightly higher than moderate spread.

``explosive_round``: Moderate speed (8000) and moderate spread.

``rocket``: Low speed (1800) and low spread.

``grenade``: Low speed (1500) and high spread with 1.25s fuse time.

``grenade_long_fuse``: Low speed (1500) and high spread with 10s fuse time."
``wave_max_count``|``int``|False|The number of steps wave attacks should take.|
``wave_step_dist``|``float``|False|The distance each step moves a wave attack forward.|
``weaponClass``|``string``|False|Determines the type of entity that normally uses the weapon.|"``human``: Humanoid entities.

``titan``: Titans.

``other``: Anything else (e.g. heavily armored NPCs, turrets)"
``weaponSubClass``|``string``|False|Unknown.|"Takes ``rifle``, ``smg``, ``lmg``, ``sidearm``, ``sniper``, ``projectile_shotgun``, ``rocket``, ``shotgun``, or ``autolock``."
``weaponType``|``string``|False|Determines the type of offhand the weapon is. (Offhands/melees only)|"``melee``: Melee weapon.

``shoulder``: Offhand pulled from the shoulder used as an offensive ability. (Excluding Energy Siphon)

``defense``: Held or instant offhand used as a defensive ability.

``tactical``: Held or instant offhand used as a utility ability. (Excluding Tether Trap)

``titan_core``: Titan Core weapon.

``anti_titan``: Turret weapon."
``zoom_angle_shift_pitch``|``float``|True|Unknown.|
``zoom_angle_shift_yaw``|``float``|True|Unknown.|
``zoom_effects``|``bool``|True|Unknown.|
``zoom_fov``|``float``|True|The FoV the weapon will zoom to when aiming down sights.|"Affected by custom player FoV scale. Effectively zooms to ``( zoom FoV / base FoV * player FoV scale )``

Base FoV is 70 for pilots and 75 for titans."
``zoom_fov_viewmodel``|``float``|True|Unknown.|
``zoom_scope_frac_end``|``float``|True|Unknown.|
``zoom_scope_frac_start``|``float``|True|Unknown.|
``zoom_time_in``|``float``|True|The time in seconds to fully zoom in from hipfire.|
``zoom_time_out``|``float``|True|The time in seconds to fully zoom out from aiming down sights.|
``zoom_toggle_fov``|``float``|True|The FoV the weapon will zoom to when aiming down sights with a zoom toggle on.|
``zoom_toggle_lerp_time``|``float``|True|The time in seconds for toggleable zoom to change zoom FoV.|
``zoomfrac_autoattack``|``float``|True|The fraction of zoom above which the weapon will continually attack|
